DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,Working_Population,Houses,CPI,UNRATE,Cons_Materials,FEDFUNDS,Urban_Pop,Num_Households,Income,Subsidy,old_percent
2019-08-01,210.093,2019,8,63049.0,206400190.485784,5.4,256.059,3.7,234.4,2.13,82.459,128579.0,78250.0,40.185,15.791800829739099
2019-09-01,210.904,2019,9,63153.0,206317795.98634198,5.4,256.51099999999997,3.5,234.4,2.04,82.459,128579.0,78250.0,40.185,15.791800829739099
2019-10-01,211.791,2019,10,63257.0,206248793.258298,5.3,257.244,3.6,233.8,1.83,82.459,128579.0,78250.0,40.185,15.791800829739099
2019-11-01,212.787,2019,11,62949.0,206324586.90338302,5.4,257.803,3.6,232.8,1.55,82.459,128579.0,78250.0,40.185,15.791800829739099
2019-12-01,213.933,2019,12,62641.0,206397971.567839,5.6,258.616,3.6,232.2,1.55,82.459,128579.0,78250.0,40.185,15.791800829739099
2020-01-01,214.99400000000003,2020,1,62333.0,205738360.63494298,5.7,259.03700000000003,3.5,233.4,1.55,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-02-01,215.864,2020,2,60684.0,205608674.614351,5.6,259.248,3.5,234.6,1.58,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-03-01,216.402,2020,3,59035.0,205444401.983235,6.5,258.124,4.4,236.3,0.65,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-04-01,216.812,2020,4,57386.0,206991879.722064,6.9,256.092,14.7,234.3,0.05,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-05-01,216.98,2020,5,58859.333333333336,206806811.868266,5.4,255.868,13.2,233.3,0.05,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-06-01,217.616,2020,6,60332.666666666664,205516631.83436105,3.8,256.986,11.0,234.8,0.08,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-07-01,219.378,2020,7,61806.0,205383291.36988705,3.4,258.278,10.2,237.0,0.09,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-08-01,222.391,2020,8,62008.666666666664,205756721.971442,3.3,259.411,8.4,240.9,0.1,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-09-01,225.837,2020,9,62211.333333333336,206102392.89660496,3.4,260.029,7.9,246.9,0.09,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-10-01,229.753,2020,10,62414.0,206062967.906825,3.3,260.286,6.9,246.4,0.09,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-11-01,233.208,2020,11,62685.0,206157848.349687,4.0,260.813,6.7,244.3,0.09,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-12-01,236.486,2020,12,62956.0,206072530.61728495,4.1,262.035,6.7,248.0,0.09,82.664,128451.0,76660.0,44.147,16.2234001500798
2021-01-01,239.56,2021,1,63227.0,204942957.947155,4.0,262.65,6.3,256.4,0.09,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-02-01,242.36900000000003,2021,2,63537.0,204900632.51885095,4.9,263.638,6.2,264.6,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-03-01,245.465,2021,3,63847.0,205013086.55691305,4.4,264.914,6.1,276.7,0.07,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-04-01,249.07,2021,4,64157.0,205390470.988754,4.7,266.67,6.1,291.8,0.07,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-05-01,253.407,2021,5,64309.666666666664,205611509.059514,5.6,268.444,5.8,305.9,0.06,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-06-01,258.358,2021,6,64462.333333333336,205376625.956331,5.8,270.559,5.9,315.7,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-07-01,262.82,2021,7,64615.0,205344083.081467,5.7,271.764,5.4,313.54200000000003,0.1,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-08-01,266.845,2021,8,64960.333333333336,205334928.579499,6.5,272.87,5.2,313.08299999999997,0.09,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-09-01,270.377,2021,9,65305.666666666664,205452287.613564,6.0,274.028,4.8,317.13599999999997,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-10-01,273.725,2021,10,65651.0,205370913.422304,6.8,276.522,4.5,322.12,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-11-01,277.21,2021,11,65529.333333333336,205364326.70385203,6.0,278.711,4.2,328.94,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-12-01,281.342,2021,12,65407.666666666664,205320479.360096,5.6,280.887,3.9,335.032,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2022-01-01,285.9240000000001,2022,1,65286.0,207106806.899557,5.8,282.599,4.0,345.74199999999996,0.08,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-02-01,291.153,2022,2,65233.0,207104221.83809105,6.2,284.61,3.8,343.583,0.08,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-03-01,296.445,2022,3,65180.0,207013003.70448998,7.0,287.472,3.6,345.852,0.2,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-04-01,300.573,2022,4,65127.0,207064955.401875,8.5,288.611,3.6,343.786,0.33,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-05-01,303.762,2022,5,65238.666666666664,207270515.766814,8.3,291.268,3.6,353.015,0.77,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-06-01,304.724,2022,6,65350.333333333336,207394728.33475,9.5,294.728,3.6,349.8,1.21,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-07-01,303.879,2022,7,65462.0,207407819.58543798,10.1,294.628,3.5,346.79,1.68,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-08-01,301.473,2022,8,65569.0,207370650.96785697,8.7,295.32,3.7,342.75300000000004,2.33,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-09-01,299.353,2022,9,65676.0,207453580.524705,9.7,296.539,3.5,336.464,2.56,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-10-01,298.873,2022,10,65783.0,207431164.67844105,9.7,297.987,3.7,333.796,3.08,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-11-01,298.269,2022,11,65881.33333333333,207521914.19028,9.4,298.598,3.6,330.369,3.78,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-12-01,297.413,2022,12,65979.66666666667,207524486.32236,8.5,298.99,3.5,326.449,4.1,83.084,131202.0,74580.0,48.021,17.1281205454528
